COLUMN_NAME;DATA_TYPE_ID;PK;NULLABLE;PARTITION_KEY;VISIBLE;COLUMN_TEXT_EN;COLUMN_DESCRIPTION_EN
BS_Rating;CHAR_2;n;n;n;y;BS rating;External rating of the collateral provider (BS rating) mapped to the internal rating scale of 25 ranks ('25' means unrated).
BS_Rating_Wertpapier;CHAR_2;n;n;n;y;BS rating security;External rating of the security (BS rating) mapped to the internal rating scale of 25 ranks ('25' means unrated).
Spalte_Sa11_Sicherheiten;CHAR_2;n;n;n;y;Column SA11 collateral;Interim column in form SA1.1
Hauswaehrung_Partner;CHAR_3;n;n;n;y;In-house currency partner;This field states the in-house currency of the partner
Dat_Beleihungswertermittlung;DATE;n;n;n;y;Date Lending value assessment;Date of the last mortgage lending value assessment with the result shown in the attribute [Mortgage lending value].
Dat_Marktwert;DATE;n;n;n;y;Date Market value;Date on which the market value of the collateralised item was last determined.
Dat_Sicherheit_Beginn;DATE;n;n;n;y;Date Start of collateral;Date as of which the collateral can be legally realised. For cash collateral, the value date must be given.
KZ_3J_Monitoring_relevant;FLAG;n;n;n;y;Flag 3-year monitoring relevant;This field flags whether not more than 3 years have passed since the monitoring of the collateral value.
KZ_Additional_IMM_coll;FLAG;n;y;n;y;Flag Additional IMM collateral;"Relevant information for the exposure calculation of derivative-/ SFT-related margins:
This flag indicates whether the collateral is an additional synthetic collateral created by the Internal Model (IMM)."
KZ_Anerkennung_CR_IRA;FLAG;n;n;n;y;Flag Recognition country risk IRA;This flag indicates whether the collateral is recognized for country risk /transfer risk purposes according to the IRB advanced approach.
KZ_Anerkennung_CR_IRF;FLAG;n;n;n;y;Flag Recognition country risk IRF;This flag indicates whether the collateral is recognized for country risk /transfer risk purposes according to the IRB foundation approach.
KZ_Anerkennung_CR_RCI;FLAG;n;n;n;y;Flag Recognition country risk RCI;This flag indicates whether the collateral is recognized for country risk /transfer risk purposes for the internal risk calculation.
KZ_Anerkennung_GS1;FLAG;n;n;n;y;Flag Recognition GS1;This flag indicates whether the collateral is recognized according to Principle 1.
KZ_Anerkennung_IRA;FLAG;n;n;n;y;Flag Recognition IRA;This flag indicates whether the collateral is recognized according to the IRB advanced approach.
KZ_Anerkennung_IRF;FLAG;n;n;n;y;Flag Recognition IRF;This flag indicates whether the collateral is recognized according to the IRB foundation approach.
KZ_Anerkennung_RCI;FLAG;n;n;n;y;Flag Recognition RCI;This flag indicates whether the collateral is recognized for the internal risk calculation.
KZ_Anerkennung_STC;FLAG;n;n;n;y;Flag Recognition STC;This flag indicates whether the collateral is recognized according to the STC approach (Standardised approach comprehensive).
KZ_Anerkennung_STS;FLAG;n;n;n;y;Flag Recognition STS;This flag indicates whether the collateral is recognized according to the STS approach (Standardised approach simple).
KZ_Anforderungen_phys_erfuellt;FLAG;n;n;n;y;Flag Requirement physically fulfilled;This field flags whether basic requirements for recognition of collateral in IRF approach are fulfilled.
KZ_Anforderungen_phys_erw_erf;FLAG;n;n;n;y;Flag Requirements physically extended fulfilled;This field flags whether extended requirements for recognition of collateral in IRF approach are fulfilled.
KZ_Ausfalleinfluss_berueck_CRE;FLAG;n;n;n;y;Flag Effect on default considered CRE;This field flags whether it is relevant for recognition of the commercial object that the debtor's ability to pay depends on the economic development of the mortgaged real estate object or the project (criteria of independence 2).
KZ_Ausfalleinfluss_berueck_RRE;FLAG;n;n;n;y;Flag Effect on default considered RRE;This field flags whether it is relevant for recognition of the residential real estate object that the debtor's ability to pay depends on the economic development of the mortgaged real estate object or the project (criteria of independence 2).
KZ_BA_Option_STA;FLAG;n;n;n;y;Flag Bank option STA;"This flag is used to distinguish between banks that are risk weighted using the banks external rating (Flag_Bank_option_STA = N) and banks that are risk weighted using the external rating of the country (Flag_Bank_option_STA = J).
Reference: Article 120/121 CRR."
KZ_Bestandsschutz;FLAG;n;n;n;y;Flag Protection;Flag whether the protection applies to commercial properties under Principle I.
KZ_Centrale_Rischi;FLAG;n;y;n;y;Flag Centrale Rischi;This flag indicates if the collateral provider is listed in the Italian Central Credit register (Centrale Rischi).
KZ_Covered_Bonds;FLAG;n;n;n;y;Flag Covered bonds;"This flag is used to identifiy covered bonds according to CRR.
Reference: Article 129 CRR"
KZ_CRE_Anforderungen_GS1;FLAG;n;n;n;y;Flag CRE requirements GS1;This field flags whether the general requirements for commercial objects in GS1 is fulfilled.
KZ_Double_Default_IRA;FLAG;n;n;n;y;Flag Double default IRA;"This flag is used to identify all guarantees that qualify for the RW-formula of Article 153, 3 CRR (""Double default"")."
KZ_Double_Default_IRF;FLAG;n;n;n;y;Flag Double default IRF;"This flag is used to identify all guarantees that qualify for the RW-formula of Article 153, 3 CRR (""Double default"")."
KZ_Double_Default_RCI;FLAG;n;n;n;y;Flag Double default RCI;"This flag is used to identify all guarantees that qualify for the RW-formula of Article 153, 3 CRR (""Double default"")."
KZ_erweiterte_Anerkennung_IRF;FLAG;n;n;n;y;Flag Extended recognition IRF;This field flags whether collateral can be recognised in IRA approach, even though the collateral is not recognised in STC, while the collateral type can generally be recognised in STC (e.g. silver).
KZ_EU;FLAG;n;n;n;y;Flag EU;Flags all countries belonging to the European Union.
KZ_EU8;FLAG;n;n;n;y;Flag EU8;Netherlands, Germany, Denmark, Spain, Belgium, Luxembourg, Sweden, Finland or Austria.
KZ_Fremdbank;FLAG;n;n;n;y;Flag Third-party bank;Flag indicating that the pledged account/ account collateral or the assigned home loan savings agreement is held with another bank (not with the [Client]).
KZ_GAR_RCI;FLAG;n;y;n;y;Flag GAR RCI;
KZ_konsolidierte_Sicherheit;FLAG;n;n;n;y;Flag Consolidated collateral;This flag indicates if the collateral is affected by consolidation (for the group reporting).
KZ_konsolidierter_Risikosich_g;FLAG;n;n;n;y;Flag Consolidated risk collateral provider;This flag indicates if the collateral provider of the non-LGD collateral is affected by consolidation (for the group reporting).
KZ_Kontoverpfaendung_Zone_A;FLAG;n;n;n;y;Flag Account pledge zone A;This field flags whether the risk determining partner for account collateral stems from zone A.
KZ_Kreditinstitut_Zone_B;FLAG;n;n;n;y;Flag Bank zone B;This field flags whether the risk determining partner is a bank stemming from zone B.
KZ_Laufzeitinkong_ber_RCI;FLAG;n;n;n;y;Flag Maturity mismatch considered RCI;Flag: Maturity mismatch considered RCI
KZ_Laufzeitinkongruenz_ber_IRA;FLAG;n;n;n;y;Flag Maturity mismatch considered IRA;This field flags whether to consider a deduction for collateral in IRA because of maturity mismatch for the collateralisation of a transaction by the respective collateral.
KZ_Leasingobjekt;FLAG;n;n;n;y;Flag Leasing object;Identification of leased objects (artificially created collateral, as the lessor is the legal owner).
KZ_Marktwertfortschreibung;FLAG;n;n;n;y;Flag Market value forecast;Flag whether a projected market value should be calculated.
KZ_Marktwertfortschreibung_RCI;FLAG;n;n;n;y;Flag Projected market value RCI;Indicates whether the projected market value is used by RCI
KZ_MDB_0p_STA;FLAG;n;n;n;y;Flag MDB 0p STA;This flag is used to identify all multilateral development banks that receive a risk weight of 0% in the Standardised approach according to Article 117 CRR.
KZ_Mieter;FLAG;n;n;n;y;Flag Tenant;Flag indicating whether the entire [Real estate property] provided as a [collateral item] or a significant part of it is used by a tenant with close economic or family ties to the collateral provider. Explanation: In this case, the [real estate property] is excluded from privileged treatment for RWA-calculation purposes.
KZ_Multi_Name_Kreditderivat;FLAG;n;n;n;y;Flag Multi-name credit derivative;Flags whether a multi-name credit derivative is on hand.
KZ_OGAW;FLAG;n;n;n;y;Flag UCITS;This flag is used to identify all exposures in the form of units or shares in CIUs (Investment funds):
KZ_Organizational_requirements;FLAG;n;y;n;y;Flag Organizational requirements;Please refer to [CDB].[Collateral eligibility].[Flag Organizational requirements]
KZ_Rechtlich_Durchsetzbar_KR;FLAG;n;y;n;y;Flag Legally enforceable credit risk;"For [Master agreements]: This flag indicates whether a [Master agreement] in credit risk is legally enforceable.
For [Collateral agreement]: Indicates whether the realisation of collateral to cover credit risk is legally enforceable. Indicators include: 
- the collateral agreement meets the formal requirements stipulated by law, 
 - the collateral is effective (e.g. the [Collateral provider] owns the collateralised asset, 
 - personal collateral applies directly and explicitly to certain transactions. 
Explanation: The right to dispose of the collateral may be based concretely on the collateral agreement or on relevant clauses in the [Client's] general terms of business. In Germany the general terms of business on pledges is not sufficiently enforceable in legal terms."
KZ_Rechtlich_Durchsetzbar_LR;FLAG;n;n;n;y;Flag Legally enforceable country risk;Indicates whether the collateral in the case of country risk is legally enforceable, i.e. whether it is enforceable in case of transfer restrictions or other sovereign measures.
KZ_Restrukturierung_abgedeckt;FLAG;n;n;n;y;Flag restructuring covered;A credit derivative can cover different credit events. If the restructuring event is not covered and the bank could suffer an (income-affecting) loss, a markdown must be taken into consideration.
KZ_Securitisation_Sicherheit;FLAG;n;n;n;y;Flag Securitisation collateral;In order to consider the collateral of synthetic securitisations (where we are the originator) only with the securitisations, this collateral has to be identified.
KZ_Sekundaersicherheit;FLAG;n;n;n;y;Flag Secondary collateral;"[Secondary collateral] is additional collateral taken in by the [Client] to hedge risk. By contrast, original collateral is collateral provided to the [Client] by the [Partner] obtaining credit for the [Transaction].

Explanation: The [Secondary collateral] flag is relevant to all items of collateral, since only original collateral is passed on to the investor in the case of securitised loans."
KZ_SME_factor_applicable_IRB;FLAG;n;y;n;y;Flag SME factor applicable IRB;Flag represents, if SME factor can be applied after SME portfolio and treshold check
KZ_SME_factor_applicable_STA;FLAG;n;y;n;y;Flag SME factor applicable STA;Flag represents, if SME factor can be applied after SME portfolio and treshold check
KZ_SPV;FLAG;n;n;n;y;Flag SPV;"Flag indicating a special purpose vehicle. Explanation: A special purpose vehicle (SPV) is a company, trustee or another unit formed for a certain purpose whose activities are limited to its designated task, and whose structures are designed to isolate the SPV from the default risk of the originator or the vendor of the positions.
SPVs are usually used as a financing vehicle, with claims sold to a trust or similar unit in exchange for cash or the transfer of other assets financed by bonds issued by the trust."
KZ_Supervised_insurance_compan;FLAG;n;n;n;y;Flag Supervised insurance company;"Flag indicating whether the company providing the
life insurance is subject to Directive 2002/83/EC
and Directive 2001/17/EC of the European
Parliament and of the Council or is subject to
supervision by a competent authority of a third country which applies supervisory and regulatory arrangements at least equivalent to those applied in the Community."
KZ_Timely_liquidation;FLAG;n;y;n;y;Flag Timely liquidation;Please refer to [CDB].[Collateral eligibility].[Flag Timely liquidation]
KZ_valued_with_mortgage_LV_STA;FLAG;n;y;n;y;Flag valued with Mortgage LV STA;"This value, needed for COREP reporting purposes indicates which
immovable properties are valued with mortgage lending value. This
flag is relevant only for the Real Estate Collateral"
KZ_Versicherung;FLAG;n;n;n;y;Flag Insurance;This flag is used to identify insurances.
KZ_Waehrungsinkong_ber_RCI;FLAG;n;n;n;y;Flag Currency mismatch taken account RCI;Indicates whether currency mismatch is taken into consideration for an RCI run
KZ_Waehrungsinkongr_ber_IRA;FLAG;n;n;n;y;Flag Currency mismatch taken into account IRA;This field flags whether a deduction for currency mismatches should be considered for the collateralisation of a transaction in IRA
KZ_Wertp_Anlagebuch_anerk_GS1;FLAG;n;n;n;y;Flag Securities banking book recognised GS1;This field flags whether the security is permissible for collaterlisation of banking book transactions according to GS1.
KZ_Wertp_Anlagebuch_anerk_STC;FLAG;n;n;n;y;Flag Securities banking book recognised STC;This field flags whether the security is permissible for collaterlisation of banking book transactions according to STC.
KZ_Wertp_Anlagebuch_anerk_STS;FLAG;n;n;n;y;Flag Securities banking book recognised STS;This field flags whether the security is permissible for collaterlisation of banking book transactions according to STS.
KZ_Currency_under_control;FLAG;n;n;n;y;Flag Currency under control;For country risk / transfer risk purposes, this field indicates if the respective country of risk has the transaction's original currency under its control.
KZ_Implicit_guarantee_IRB;FLAG;n;n;n;y;Flag Implicit guarantee IRB;Flag identiffying if a collateral is implicitly guaranteed by a sovereign. Relevant for IRB.
KZ_Implicit_guarantee_STA;FLAG;n;n;n;y;Flag Implicit guarantee STA;Flag identiffying if a collateral is implicitly guaranteed by a sovereign. Relevant for STA.
KZ_einheitliche_Risikomessung;FLAG;n;n;n;y;Flag Consistent risk-measurement;Indicates whether the client uses the consistent risk-measurement method used throughout the group.
KZ_Partner_applicable_for_RW0;FLAG;n;n;n;y;Flag Partner applicable for Risk weight 0;Flag indicating where transactions under these partners should  receive a RW of 0% as per CRR 133 guidelines. This attribute is specific to BA, which has generated a list of relevant Consolidation Partners.
KZ_Adequate_insurance;FLAG;n;n;n;y;Flag Adequate insurance;Please refer [CDB].[Collateral eligibility].[Flag Adequate insurance]
KZ_Adequate_monitoring;FLAG;n;n;n;y;Flag Adequate monitoring;Please refer [CDB].[Collateral eligibility].[Flag Adequate monitoring]
KZ_Segregation;FLAG;n;n;n;y;Flag Segregation;Please refer [CDB].[Collateral eligibility].[Flag Segregation]
KZ_Anerkennung_LTV;FLAG;n;n;n;y;Flag Recognition LTV;This flag indicates whether the mortgage collateral is recognized for the Loan-to-Value calculation.
Geschaeftskategorie_Sicherheit;GESCHAEFTSKATEG_SICH;y;n;n;y;Transaction category collateral;"(Partial) key field used to differentiate between collaterals delivered via CDB and collaterals created during CE processing.
Necessary to uniquely identify a non-LGD collateral (Primary keys: Collateral agreement ID, Sub-collateral ID, Transaction category collateral)."
Kategorie_Einlagenzertifikat;KATEGORIE_EINLAGENZERTIFIKAT;n;n;n;y;Category of certificate of deposit;Category_of_certificate_of_deposit
Kategorie_Wertpapiersich_GS1;KATEGORIE_WERTPAPIERSICH_GS1;n;n;n;y;Category securities as collateral GS1;"The target value 'Category securities collateral Principle1' is used to assign risk weights for the portion of an exposure that is collateralised by securities. The field has the following values:
• A: Risk-weighted assets collateralised by securities issued by central governments and banks of Zone A, the European Community, other public bodies in member states of the EC or states that are a signatory to the European Economic Area treaty (0% risk weight for the collateralised portion)
• B: Risk-weighted assets collateralised by securities issued by foreign regional governments/local authorities of Zone A (including multilateral development banks (20% risk weight for the collateralised portion)
• C: Risk-weighted assets collateralised by bank bonds issued by privileged institutions (0% risk weight for the collateralised portion if the bank bonds are issued by the institution granting the loan and are deposited with that institution; 20% risk weight if the bank bonds are issued by another institution in Zone A)
• X: No privileged treatment of risk-weighted assets that are collateralised by securities of these issuers."
Skalierung_Haircut_an_Kap_int;NUMBER_10_7;n;n;n;y;Scaling haircut other capital markets transaction internal;"According to Basel III (CRR 575/2013 Article 226) a different minimum holding period is adequate for certain transactions. For collateralised lending 20 days minimum holding period are required for the calculation of haircuts (cp. CRR 575/2013 Article 224 (2)d). In this field the value of the scaling factor for internal haircuts is stored after the calculation.

? collateralised lending - is meant: other capital markets transactions ?"
Skalierung_Haircut_andere_Kapi;NUMBER_10_7;n;n;n;y;Scaling haircut other capital markets transaction;"According to Basel III (CRR 575/2013 Article 226) a different minimum holding period is adequate for certain transactions. For collateralised lending 20 days minimum holding period are required for the calculation of haircuts (cp. CRR 575/2013 Article 224 (2)). In this field the value of the scaling factor for standard haircuts is stored after the calculation.

? collateralised lending - is meant: other capital markets transactions ?"
Skalierung_Haircut_bes_Kre_int;NUMBER_10_7;n;n;n;y;Scaling haircut collateralised lending internal;According to Basel III (CRR 575/2013 Article 226) a different minimum holding period is adequate for certain transactions. For collateralised lending 20 days minimum holding period are required for the calculation of haircuts (cp. iCRR 575/2013 Article 224 (2)). In this field the value of the scaling factor for internal haircuts is stored after the calculation.
Skalierung_Haircut_besich_Kred;NUMBER_10_7;n;n;n;y;Scaling haircut collateralised lending;According to Basel III (CRR 575/2013 Article 226) a different minimum holding period is adequate for certain transactions. For collateralised lending 20 days minimum holding period are required for the calculation of haircuts (cp. CRR 575/2013 Article 224 (2)). In this field the value of the scaling factor for standard haircuts is stored after the calculation.
Skalierung_Haircut_Repo;NUMBER_10_7;n;n;n;y;Scaling haircut repo;"According to CRR 575/2013 Article 225 (2c), the actual realisation periods are to be taken for internal haircuts. Therefore it is necessary to determine the scaling factor for regulatory haircuts as well as as for internal haircuts. In this field the value of the scaling factor for standard haircuts is stored after the calculation.

? link to repo ?"
Skalierung_Haircut_Repo_int;NUMBER_10_7;n;n;n;y;Scaling haircut repo internal;"According to CRR 575/2013 Article 225 (2c), the actual realisation periods are to be taken for internal haircuts. Therefore it is necessary to determine the scaling factor for regulatory haircuts as well as as for internal haircuts. In this field the value of the scaling factor for standard haircuts is stored after the calculation.

? link to repo ?"
Beleihungswert;NUMBER_15_2;n;n;n;y;Mortgage lending value;The [Mortgage lending value] is the lower limit of the amount that would be obtained for a [Property] in case of realization. This amount takes into account only permanent characteristics of the [Property] and the income generated (Section 12 of the Mortgage Bank Act). It cannot exceed the value of a [Property] (market value).
Bewerteter_Sicherheitenwert_LR;NUMBER_15_2;n;n;n;y;Collateral valuation for country risk purposes;The measured operational value of a collateral item determined in the lending business for purposes of internal risk measurement and credit decisions for coverage of country risk.
Bewerteter_Wert_Bestandsschutz;NUMBER_15_2;n;n;n;y;Assessed value protection of continuance;Assessed value for commercial used objects in GS1 according to the rules of protection of continuance (circular 14/98 of BaFin)
Bewerteter_Wert_CR_IRB;NUMBER_15_2;n;n;n;y;Assessed value country risk IRB;This field states the assessed value of collateral for country risk / transfer risk purposes for the to IRB approach.
Bewerteter_Wert_CR_RCI;NUMBER_15_2;n;n;n;y;Assessed value country risk RCI;This field states the assessed value of collateral for country risk / transfer risk purposes for the to RCI approach.
Bewerteter_Wert_GS1;NUMBER_15_2;n;n;n;y;Assessed value GS1;This field states the assessed value of the collateral according to Principle 1.
Bewerteter_Wert_IRA;NUMBER_15_2;n;n;n;y;Assessed value IRA;This field states the assessed value of the collateral according to the IRB advanced approach.
Bewerteter_Wert_IRF;NUMBER_15_2;n;n;n;y;Assessed value IRF;This field states the assessed value of the collateral according to the IRB foundation approach.
Bewerteter_Wert_manuell_IRA;NUMBER_15_2;n;n;n;y;Assessed value manual IRA;Manually assessed value in the IRA approach
Bewerteter_Wert_maschinell_IRA;NUMBER_15_2;n;n;n;y;Assessed value automatically IRA;Automatically assessed value in the IRA approach
Bewerteter_Wert_o_Downturn_IRA;NUMBER_15_2;n;n;n;y;Assessed value without downturn IRA;Assessed value without consideration of the downturn factor in the IRA approach
Bewerteter_Wert_o_Downturn_RCI;NUMBER_15_2;n;n;n;y;Assessed value without downturn RCI;Assessed value without consideration of the downturn factor in the RCI approach
Bewerteter_Wert_RCI;NUMBER_15_2;n;n;n;y;Assessed value RCI;This field states the assessed value of the collateral according to the RCI approach.
Bewerteter_Wert_RCI_MAS;NUMBER_15_2;n;n;n;y;Assessed value RCI MAS;Automatically assessed value in the RCI approach
Bewerteter_Wert_STC;NUMBER_15_2;n;n;n;y;Assessed value STC;This field states the assessed value of the collateral according to the STC approach.
Bewerteter_Wert_STS;NUMBER_15_2;n;n;n;y;Assessed value STS;This field states the assessed value of the collateral according to the STS approach.
Bewertung_Erloes;NUMBER_15_2;n;n;n;y;Assessment rate of proceeds;Assessed value under consideration of the reference value and the rate of proceeds
Bewertung_Erloes_Down;NUMBER_15_2;n;n;n;y;Assessment rate of proceeds downturn;Assessed value under consideration of the reference value the rate of proceeds, and the downturn factor
Bewertung_Erloes_Down_Kost;NUMBER_15_2;n;n;n;y;Assessment rate of proceeds downturn rate of costs;Assessed value under consideration of the reference value the rate of proceeds,  the downturn factor, and the rate of costs
Bewertung_Erloes_Down_Kost_Si;NUMBER_15_2;n;n;n;y;Assessment rate of proceeds downturn rate of costs collateral;Assessed value under consideration of the reference value, the rate of proceeds, the downturn factor, the rate of costs, and further factors as for example the nominal value of collateral
Bewertung_Erloes_Kost;NUMBER_15_2;n;n;n;y;Assessment rate of proceeds rate of costs;Assessment under consideration of reference value, rate of proceeds, and the rate of costs
Bewertung_Erloes_Kost_Si;NUMBER_15_2;n;n;n;y;Assessment rate of proceeds rate of costs collateral;Assessment under consideration of reference value, rate of proceeds, and the rate of costs, and other factor as for example the nominal value of collateral
Bewertung_erweitert_IRF;NUMBER_15_2;n;n;n;y;Assessment extended IRF;Expanded assessment in IRA approach
Bilanzsumme;NUMBER_15_2;n;n;n;y;Balance sheet total;"Relevant information in the IRB approaches: The balance sheet total can be used to distinguish between the asset classes corporate large and corporate small and is one input to calculate the risk weight for small corporates.
Reference: Article 153, 4 CRR"
Bilanzsumme_LI;NUMBER_15_2;n;n;n;y;Balance sheet total LI;Total value of a balance sheet
Geschaeftsumsatz;NUMBER_15_2;n;n;n;y;Turnover;"Relevant information in the IRB approaches: The turnover can be used to distinguish between the asset classes corporate large and corporate small and is one input to calculate the risk weight for small corporates.
Reference: Article 153, 4 CRR"
Maximalw_Sicherheitenvereinb;NUMBER_15_2;n;n;n;y;Maximum value collateral agreement;Upper limit for the collateralisation by this collateral agreement. This is relevant for example for mortgage liens in STC, as the sum of the allocated object values must not exceed this value (=nominal value).
Maximalwert_prozent_Sicherh_KR;NUMBER_15_2;n;n;n;y;Maximum value of percentage of collateral for credit risk;"The maximum value fixed by the [Collateral provider] for a [Collateral agreement].

Explanation: If a collateral agreement assumes liability for a certain percentage of the current volume of claims, then it is also possible in addition to fix a maximum upper limit in absolute terms for the collateral agreement. If an absolute maximum upper limit of this kind exists, for instance for a default guarantee, then it is entered in the field, 'Maximum value of percentage of collateral for credit risk.'"
Relevanter_Wert_Neubewertung;NUMBER_15_2;n;n;n;y;Relevant value re-evaluation;"This field states the collateral value that is relevant for  the check on the necessity of fulfilling the revaluation requirement for real estate collateral (""3 million border"")."
Tangible_Assets_LI;NUMBER_15_2;n;n;n;y;Tangible assets LI;Used in Use Case 11b - Regressive calculation of local Italian LGD Models for the purpose of Derivation of the [Tangible assets weight coefficient]
Bilanzsumme_AVC;NUMBER_15_2;n;n;n;y;Balance sheet AVC;"Relevant information in the IRB approaches: The balance sheet AVC is used to identify large financial sector entities (balance sheet total > 70 billion).
Reference: Article 142, 4 CRR"
Bautenstandsbezog_Marktw_STA;NUMBER_15_2;n;n;n;y;Market value based on percentage completed (STA);The [market value based on the percentage completed (solvency margin)] is the [Market value] without taking into account any real prior charges which can be attributed to the incomplete or complete [Property] on the basis of the percentage completed.
Dingliche_Vorlasten_nom;NUMBER_15_2;n;n;n;y;Real prior charges (notional);Describes the prior charges and restrictions (e.g. real servitude, right of first refusal, building lease) on a [Property] whose value can be determined in EUR and which are ranked higher than the Bank's [Client's] claims in case of realisation.  In Germany these prior charges on property are listed in Section II of the land register.
Nominalwert_Anleihe;NUMBER_15_2;n;n;n;y;Nominal value bond;States the nominal value of the pledged bond.
Zinsanhang_Vorlasten_nom;NUMBER_15_2;n;n;n;y;Interest addendum of prior charges nominal;"Registered mortgage lien charges normally include interest payments, which in case of liquidation can be claimed for a maximum of 3 full years. In the field ""Interest addendum of prior charges nominal"" the sum of potentially to be claimed interest payments has to be stated. In Germany, this information on the nominal interest rate of the mortgage lien is recorded in section III of the land register."
Marktwert;NUMBER_15_2;n;n;n;y;Market value;Most recent sales price of a collateral item at normal market conditions.
Vorlasten_nom;NUMBER_15_2;n;n;n;y;Prior charges nominal;"On the one hand, this field describes the nominal sum of prior charges of a [Real estate property] or a ship mortgage, which in case of liquidation are prior in rank than the claims of the bank [Client]. In Germany, these prior charges are recorded in section III of the land register, or in the shipping register, respectively. An potential interest addendum is not considered in this field.
On the other hand, this field may describe the sum of claims from life insurance -  to date of taking in the collateral - that already have been assigned to other creditors."
Kurs_Wertpapier;NUMBER_20_7;n;n;n;y;Security price;The current valuation price on the reporting date (daily) with which the security is valued (spot price on an exchange or calculated price of a bond). The clean price must be given (as listed on the exchange, with no accrued interest).
Abzinsungsfaktor;NUMBER_8_7;n;n;n;y;Discounting factor;Expected discount rate (relevant for the calculation of LGD)
Abzinsungsfaktor_RCI;NUMBER_8_7;n;n;n;y;Discounting factor RCI;Expected discount rate (relevant for the calculation of LGD)
Erloesquote;NUMBER_8_7;n;n;n;y;Rate of proceeds;The rate of proceeds is part of the internal LGD model in the IRB advanced approach. It specifies the direct proceeds from the liquidation of collateral, expressed as percentage of the basis for assessment.
Erloesquote_laufend;NUMBER_8_7;n;n;n;y;Running rate of proceeds;The rate of running proceeds is part of the internal LGD model in the IRB advanced approach. It specifies the running proceeds associated with the liquidation of the collateral, expressed as percentage of the basis for assessment.
Erloesquote_laufend_RCI;NUMBER_8_7;n;n;n;y;Running rate of proceeds RCI;The rate of running proceeds is part of the internal LGD model in the RCI approach. It specifies the running proceeds associated with the liquidation of the collateral, expressed as percentage of the basis for assessment.
Erloesquote_RCI;NUMBER_8_7;n;n;n;y;Rate of proceeds RCI;The rate of proceeds is part of the internal LGD model in the RCI approach. It specifies the direct proceeds from the liquidation of collateral, expressed as percentage of the basis for assessment.
Faktor_Bewertung_Downturn_IRA;NUMBER_8_7;n;n;n;y;Factor rating downturn IRA;Contains the recovery estimation for certain collateral in the IRB Advanced Approach under downturn conditions in relation to the recoveries estimated without taking into account downturns.
Faktor_Bewertung_Downturn_RCI;NUMBER_8_7;n;n;n;y;Factor assessment downturn RCI;Gives the ratio of recovery-estimation for certain collateral in RCI approach under downturn conditions, in relation to the estimated recoveries without consideration of downturn
Faktor_Bewertungsanpassung;NUMBER_8_7;n;n;n;y;Factor assessment adjustment;Factor the assessment adjustment in IRA approach (valuation deduction)
Faktor_Downturn_LGD;NUMBER_8_7;n;n;n;y;Factor downturn LGD;Factor for taking into account downturn effects for LGD.
Faktor_Downturn_LGD_RCI;NUMBER_8_7;n;n;n;y;Factor downturn LGD RCI;Downturn adjustment for the unsecured transaction component or the transaction component secured by substitute collateral. The downturn adjustment is performed on the basis of the characteristics of the borrower/collateral provider.  The 'Factor downturn LGD' is part of the LGD estimation in the IRB-Advanced Approach. (relevant only for RCI)
Fondanteil_anerkannt_STC;NUMBER_8_7;n;n;n;y;Fund share recognised STC;Part of the investment that is invested in eligible securities of investment funds that are eligible as collateral in the Comprehensive Approach.
Fondanteil_anerkannt_STS;NUMBER_8_7;n;n;n;y;Fund share recognised STS;Part of the investment that is invested in eligible securities of investment funds that are eligible as collateral in the Simple Approach.
Haircut_Wertpapier_IRA;NUMBER_8_7;n;n;n;y;Haircut securities IRA;"Deduction due to variations in the market value of securities collateral before application of the scaling factor; relevant for the IRA approach"
Haircut_Wertpapier_IRF;NUMBER_8_7;n;n;n;y;Haircut securities IRF;"Deduction due to variations in the market value of securities collateral before application of the scaling factor; relevant for the IRF approach"
Haircut_Wertpapier_RCI;NUMBER_8_7;n;n;n;y;Haircut securities RCI;"Deduction due to variations in the market value of securities collateral before application of the scaling factor; relevant for the RCI approach"
Haircut_Wertpapier_STC;NUMBER_8_7;n;n;n;y;Haircut securities STC;"Deduction due to variations in the market value of securities collateral before application of the scaling factor; relevant for the STC approach"
Kostenquote;NUMBER_8_7;n;n;n;y;Rate of costs;The rate of costs is part of the internal LGD model in the IRB advanced approach. It specifies the direct costs associated with the liquidation of the collateral, expressed as percentage of the basis for assessment.
Kostenquote_indirekt;NUMBER_8_7;n;n;n;y;Rate of costs indirect;The rate of indirect costs is part of the internal LGD model in the IRB advanced approach. It specifies the indirect costs associated with the liquidation process, expressed as percentage of the basis for assessment.
Kostenquote_indirekt_RCI;NUMBER_8_7;n;n;n;y;Rate of costs indirect RCI;The rate of indirect costs is part of the internal LGD model in the RCI approach. It specifies the indirect costs associated with the liquidation process, expressed as percentage of the basis for assessment.
Kostenquote_laufend;NUMBER_8_7;n;n;n;y;Running rate of costs;The rate of running costs is part of the internal LGD model in the IRB advanced approach. It specifies the running costs associated with the liquidation of the collateral, expressed as percentage of the basis for assessment.
Kostenquote_laufend_RCI;NUMBER_8_7;n;n;n;y;Running rate of costs RCI;The rate of running costs is part of the internal LGD model in the RCI approach. It specifies the running costs associated with the liquidation of the collateral, expressed as percentage of the basis for assessment.
Kostenquote_RCI;NUMBER_8_7;n;n;n;y;Rate of costs RCI;The rate of costs is part of the internal LGD model in the RCI approach. It specifies the direct costs associated with the liquidation of the collateral, expressed as percentage of the basis for assessment.
